"id_paper","keywords"
246847,"data modeling"
246848,"data modeling"
246856,"AI"
246858,"graph processing"
246859,"graph processing"
246860,"data modeling"
246870,"data processing"
246873,"mathematical methods"
246874,"data modeling"
246875,"data processing"
246876,"data modeling"
246882,"data modeling"
246890,"data processing"
246896,"data modeling"
246899,"data processing"
246904,"data processing"
246911,"data processing"
246912,"graph processing"
246918,"data modeling"
246919,"data modeling"
246925,"biology"
246926,"big data"
246936,"NLP"
246941,"graph processing"
246943,"graph processing"
246945,"mathematical methods"
246947,"NLP"
246949,"NLP"
246950,"NLP"
246951,"data modeling"
246953,"AI"
246972,"AI"
246979,"data modeling"
246986,"data modeling"
246988,"data modeling"
246989,"graph processing"
246990,"AI"
246992,"mathematical methods"
246993,"data modeling"
246994,"graph processing"
246997,"indexing"
247000,"data modeling"
247003,"data modeling"
247009,"data modeling"
247014,"data processing"
247019,"data processing"
247020,"data quality"
247027,"data modeling"
247028,"data modeling"
247034,"data modeling"
247041,"data processing"
247046,"mathematical methods"
247047,"data modeling"
247053,"data modeling"
247056,"graph processing"
247067,"data modeling"
247068,"mathematical methods"
247081,"data modeling"
247085,"indexing"
247089,"NLP"
247099,"AI"
247102,"graph processing"
247103,"data processing"
247105,"indexing"
247108,"graph processing"
247112,"data processing"
247121,"graph processing"
247139,"NLP"
247142,"indexing"
247143,"data modeling"
247144,"mathematical methods"
247147,"mathematical methods"
247152,"big data"
247153,"biology"
247159,"data processing"
247164,"graph processing"
247168,"indexing"
247170,"indexing"
247173,"data processing"
247175,"AI"
247183,"mathematical methods"
247184,"data modeling"
247190,"NLP"
247205,"NLP"
247207,"NLP"
247209,"NLP"
247215,"graph processing"
247218,"data quality"
247223,"data quality"
247225,"mathematical methods"
247227,"data modeling"
247234,"graph processing"
247241,"mathematical methods"
247242,"property graph"
247243,"data quality"
247250,"mathematical methods"
247254,"indexing"
247255,"big data"
247259,"data modeling"
247261,"mathematical methods"
247265,"data modeling"
247272,"graph processing"
247279,"data modeling"
247288,"big data"
247290,"data modeling"
247296,"NLP"
247298,"data processing"
247306,"AI"
247308,"data processing"
247319,"data modeling"
247337,"graph processing"
247339,"data modeling"
247344,"NLP"
247347,"NLP"
247352,"AI"
247356,"graph processing"
247358,"graph processing"
247367,"data querying"
247369,"data processing"
247373,"graph processing"
247376,"AI"
247378,"data modeling"
247379,"AI"
247382,"AI"
247388,"data modeling"
247397,"AI"
247398,"data processing"
247402,"mathematical methods"
247405,"big data"
247408,"data processing"
247409,"data processing"
247413,"data modeling"
247416,"big data"
247420,"property graph"
247421,"data processing"
247423,"data quality"
247426,"graph processing"
247431,"data modeling"
247432,"AI"
247440,"mathematical methods"
247455,"data modeling"
247458,"AI"
247462,"graph processing"
247465,"data modeling"
247468,"data querying"
247470,"data modeling"
247471,"graph processing"
247474,"AI"
247485,"data modeling"
247486,"mathematical methods"
247490,"data modeling"
247491,"data modeling"
247493,"NLP"
247494,"graph processing"
247500,"graph processing"
247503,"mathematical methods"
247508,"big data"
247510,"NLP"
247511,"data querying"
247516,"AI"
247517,"data quality"
247518,"graph processing"
247523,"big data"
247524,"AI"
247534,"biology"
247542,"graph processing"
247543,"mathematical methods"
247547,"AI"
247549,"data modeling"
247571,"data modeling"
247580,"AI"
247584,"data processing"
247590,"graph processing"
247593,"mathematical methods"
247595,"data modeling"
247596,"data modeling"
247598,"indexing"
247599,"data modeling"
247605,"mathematical methods"
247614,"indexing"
247622,"data modeling"
247623,"mathematical methods"
247624,"data modeling"
247628,"graph processing"
247636,"NLP"
247658,"data modeling"
247659,"data modeling"
247669,"graph processing"
247672,"big data"
247679,"AI"
247680,"AI"
247685,"mathematical methods"
247698,"graph processing"
247714,"data modeling"
247715,"mathematical methods"
247719,"graph processing"
247727,"AI"
247730,"AI"
247743,"data processing"
247747,"mathematical methods"
247748,"mathematical methods"
247749,"NLP"
247750,"AI"
247756,"data modeling"
247763,"data quality"
247772,"data modeling"
247775,"biology"
247778,"data modeling"
247779,"data modeling"
247783,"indexing"
247785,"data modeling"
247787,"data modeling"
247793,"data modeling"
247796,"mathematical methods"
247802,"mathematical methods"
247805,"mathematical methods"
247809,"indexing"
247816,"AI"
247819,"data modeling"
247829,"AI"
247831,"big data"
247832,"AI"
247836,"indexing"
247837,"NLP"
247846,"data modeling"
247856,"NLP"
247857,"AI"
247864,"big data"
247865,"data modeling"
247866,"AI"
247875,"data modeling"
247876,"data modeling"
247878,"mathematical methods"
247881,"data quality"
247889,"data modeling"
247904,"graph processing"
247906,"NLP"
247908,"data modeling"
247909,"data processing"
247912,"AI"
247918,"NLP"
247924,"data modeling"
247926,"mathematical methods"
247941,"indexing"
247952,"indexing"
247953,"data processing"
247954,"big data"
247956,"indexing"
247959,"data quality"
247967,"data modeling"
247969,"data modeling"
247970,"data processing"
247972,"data modeling"
247975,"graph processing"
247976,"NLP"
247977,"AI"
247979,"mathematical methods"
247981,"mathematical methods"
247983,"data processing"
247984,"data processing"
247986,"AI"
247992,"data modeling"
247993,"mathematical methods"
247997,"data processing"
247998,"AI"
248000,"data modeling"
248004,"NLP"
248018,"graph processing"
248025,"data modeling"
248028,"AI"
248029,"graph processing"
248035,"data modeling"
248047,"data modeling"
248048,"graph processing"
248049,"mathematical methods"
248050,"data modeling"
248051,"data modeling"
248056,"data modeling"
248065,"NLP"
248068,"mathematical methods"
248069,"data modeling"
248070,"data processing"
248075,"data modeling"
248084,"indexing"
248085,"data modeling"
248093,"data processing"
248097,"data modeling"
248099,"data modeling"
248116,"mathematical methods"
248117,"data modeling"
248121,"AI"
248123,"data processing"
248124,"indexing"
248147,"NLP"
248153,"graph processing"
248156,"data processing"
248160,"data processing"
248162,"mathematical methods"
248165,"mathematical methods"
248175,"data processing"
248180,"data modeling"
248186,"data processing"
248194,"NLP"
248195,"indexing"
248202,"mathematical methods"
248208,"mathematical methods"
248209,"data management"
248210,"mathematical methods"
248211,"biology"
248215,"data modeling"
248217,"AI"
248225,"data processing"
248228,"graph processing"
248229,"AI"
248238,"AI"
248240,"data modeling"
248242,"data quality"
248250,"mathematical methods"
248251,"graph processing"
248253,"AI"
248266,"indexing"
248286,"graph processing"
248287,"data modeling"
248291,"AI"
248300,"AI"
248306,"data modeling"
248308,"data modeling"
248322,"AI"
248325,"NLP"
248331,"indexing"
248334,"data modeling"
248335,"mathematical methods"
248336,"indexing"
248339,"mathematical methods"
248345,"property graph"
248352,"mathematical methods"
248364,"indexing"
248384,"data processing"
248385,"mathematical methods"
248391,"data processing"
248395,"data modeling"
248398,"graph processing"
248403,"NLP"
248406,"data processing"
248408,"indexing"
248409,"data modeling"
248415,"property graph"
248416,"data modeling"
248419,"data modeling"
248420,"data modeling"
248423,"data modeling"
248426,"data modeling"
248434,"property graph"
248439,"AI"
248441,"data modeling"
248442,"data processing"
248448,"AI"
248451,"indexing"
248454,"data modeling"
248455,"AI"
248462,"NLP"
248467,"big data"
248474,"data processing"
248476,"NLP"
248477,"data modeling"
248484,"biology"
248489,"biology"
248491,"indexing"
248500,"NLP"
248510,"data modeling"
248513,"indexing"
248514,"AI"
248518,"mathematical methods"
248520,"data modeling"
248522,"data modeling"
248530,"graph processing"
248532,"mathematical methods"
248534,"mathematical methods"
248535,"data storage"
248536,"data processing"
248540,"AI"
248544,"mathematical methods"
248545,"AI"
248547,"big data"
248549,"property graph"
248551,"graph processing"
248555,"AI"
248561,"data modeling"
248576,"mathematical methods"
248577,"graph processing"
248579,"data modeling"
248581,"AI"
248583,"indexing"
248587,"AI"
248591,"graph processing"
248595,"indexing"
248600,"graph processing"
248601,"indexing"
248606,"data modeling"
248607,"data quality"
248610,"AI"
248613,"data modeling"
248615,"property graph"
248621,"data processing"
248624,"data querying"
248628,"AI"
248642,"AI"
248650,"mathematical methods"
248666,"AI"
248673,"data modeling"
248674,"data modeling"
248677,"data processing"
248681,"AI"
248700,"data quality"
248703,"AI"
248704,"data modeling"
248705,"graph processing"
248709,"big data"
248713,"AI"
248721,"graph processing"
248722,"graph processing"
248730,"data modeling"
248732,"data modeling"
248741,"data modeling"
248748,"NLP"
248749,"data modeling"
248751,"AI"
248754,"AI"
248757,"AI"
248760,"indexing"
248761,"AI"
248763,"NLP"
248765,"data modeling"
248768,"mathematical methods"
248773,"data modeling"
